ëŒã«é“,èÍïó,ã«êî,ñ{èÍ,ãüëı,é©ïó,éùÇøì_,ÉhÉâ,one,two,three,four,five,six,seven,eight,nine,ten,eleven,twelve,thirteen,ã«é˚éx,é˚éxîÕàÕ,ÉcÉÇ,ÉçÉì,ó¨ã«,ÉäÅ[É`,ÉäÅ[É`èÑñ⁄,ïõòI,É_É},ÉAÉKÉäèÑñ⁄,îN,åé,ì˙,ééçá
ê£åÀåF,ìå,4,0,0,ìå,34500,26,1,6,8,13,15,19,21,22,30,28,34,35,36,-500,-1,1,,,,,,,,2020,10,13,2
â™ìc,ìÏ,1,0,0,ìå,25900,6,1,5,7,7,8,17,17,19,19,28,29,33,35,0,-1,,,,,,1,,,2020,10,13,2
è¨ó—,ìÏ,1,0,0,ìÏ,34600,6,3,4,9,13,14,15,18,21,25,30,27,33,36,-2300,-1,,1,,1,10,,,,2020,10,13,2
èüñî,ìÏ,1,0,0,êº,5500,6,2,3,6,9,20,16,23,28,31,32,32,33,34,0,-1,,,,,,1,,,2020,10,13,2
ê£åÀåF,ìÏ,1,0,0,ñk,34000,6,1,1,3,9,12,12,13,15,23,24,24,32,37,2300,1,,1,,1,6,,,14,2020,10,13,2
â™ìc,ìÏ,2,0,0,ñk,25900,21,3,4,4,6,8,12,15,16,21,30,26,27,27,0,-1,,,,,,,,,2020,10,13,2
è¨ó—,ìÏ,2,0,0,ìå,32300,21,1,2,6,7,9,11,13,16,18,31,32,35,35,5800,2,,1,,,,,,,2020,10,13,2
èüñî,ìÏ,2,0,0,ìÏ,5500,21,6,7,9,15,20,21,22,22,23,24,28,34,36,0,-1,,,,,,3,,16,2020,10,13,2
ê£åÀåF,ìÏ,2,0,0,êº,36300,21,5,9,13,14,19,19,24,24,26,26,26,36,37,-5800,-2,,1,,,,,,,2020,10,13,2
â™ìc,ìÏ,2,1,0,ñk,25900,33,3,6,7,11,12,13,18,22,24,29,32,36,37,-1000,-1,1,,,,,,,,2020,10,13,2
è¨ó—,ìÏ,2,1,0,ìå,38100,33,1,2,10,8,13,16,18,19,22,23,24,35,35,3000,1,1,,,1,11,,,14,2020,10,13,2
èüñî,ìÏ,2,1,0,ìÏ,5500,33,3,4,6,16,17,17,19,21,24,26,29,31,33,-1000,-1,1,,,,,,,,2020,10,13,2
ê£åÀåF,ìÏ,2,1,0,êº,30500,33,2,8,12,14,16,19,21,25,27,33,33,35,37,-1000,-1,1,,,,,1,,,2020,10,13,2
â™ìc,ìÏ,2,2,0,ñk,24800,24,1,3,6,9,12,12,18,25,26,27,28,34,36,5800,2,1,,,1,9,,,11,2020,10,13,2
è¨ó—,ìÏ,2,2,0,ìå,41400,24,4,7,15,16,18,18,19,21,24,29,34,35,37,-2800,-1,1,,,,,1,,,2020,10,13,2
èüñî,ìÏ,2,2,0,ìÏ,4400,24,4,6,8,9,19,22,24,30,26,31,31,32,37,-1500,-1,1,,,,,,,,2020,10,13,2
ê£åÀåF,ìÏ,2,2,0,êº,29400,24,6,8,11,11,13,15,19,25,29,32,33,36,36,-1500,-1,1,,,,,,,,2020,10,13,2
â™ìc,ìÏ,3,0,0,êº,30600,33,1,4,7,11,12,14,16,19,22,23,25,34,36,0,-1,,,,,,,,,2020,10,13,2
è¨ó—,ìÏ,3,0,0,ñk,38600,33,6,7,8,13,15,16,21,27,31,32,33,34,34,0,-1,,,,,,1,,,2020,10,13,2
èüñî,ìÏ,3,0,0,ìå,2900,33,1,9,11,12,13,13,22,23,23,26,31,35,37,-3000,-1,,1,,1,10,,,,2020,10,13,2
ê£åÀåF,ìÏ,3,0,0,ìÏ,27900,33,2,2,3,7,11,14,18,18,21,21,#N/A,32,36,3000,1,,1,,1,9,1,,12,2020,10,13,2
â™ìc,ìÏ,4,0,0,ìÏ,30600,4,2,10,8,17,19,19,21,21,26,29,32,34,34,0,-1,,,,,,,,,2020,10,13,2
è¨ó—,ìÏ,4,0,0,êº,38600,4,1,6,15,17,19,24,26,27,27,28,32,33,37,9000,2,,1,,,,,,13,2020,10,13,2
èüñî,ìÏ,4,0,0,ñk,-100,4,1,4,5,7,9,13,14,18,18,23,26,31,34,-1000,-1,,,,1,9,,,,2020,10,13,2
ê£åÀåF,ìÏ,4,0,0,ìå,30900,4,2,4,4,7,7,9,11,11,12,23,31,35,36,-8000,-2,,1,,,,,,,2020,10,13,2
êŒã¥,ìå,1,0,0,ìå,25000,16,7,12,12,13,16,18,19,24,24,28,29,32,37,1000,1,,,1,,,1,,,2020,10,15,1
èºñ{,ìå,1,0,0,ìÏ,25000,16,1,5,8,11,12,12,13,14,16,17,23,26,34,1000,1,,,1,,,1,,,2020,10,15,1
ê£åÀåF,ìå,1,0,0,êº,25000,16,6,8,14,18,22,30,26,28,31,32,35,35,36,1000,1,,,1,,,1,,,2020,10,15,1
ç≤ÅXñÿ,ìå,1,0,0,ñk,25000,16,1,1,3,16,18,21,22,23,24,24,27,31,36,-3000,-1,,,1,,,,,,2020,10,15,1
êŒã¥,ìå,1,1,0,ìå,26000,34,6,12,14,17,18,19,19,21,25,28,29,32,36,0,-1,,,,,,,,,2020,10,15,1
èºñ{,ìå,1,1,0,ìÏ,26000,34,4,6,7,9,11,14,15,21,21,22,26,27,31,0,-1,,,,,,,,,2020,10,15,1
ê£åÀåF,ìå,1,1,0,êº,26000,34,3,5,10,6,8,13,16,16,24,25,31,32,34,8300,2,,1,,1,7,,,7,2020,10,15,1
ç≤ÅXñÿ,ìå,1,1,0,ñk,22000,34,2,7,8,11,16,17,18,18,29,33,34,34,37,-8300,-2,,1,,,,2,,,2020,10,15,1
êŒã¥,ìå,2,0,0,ñk,26000,26,3,5,7,12,13,13,15,18,25,29,32,33,35,12000,2,,1,,,,,1,15,2020,10,15,1
èºñ{,ìå,2,0,0,ìå,26000,26,1,6,8,8,12,20,16,18,19,24,33,34,37,-12000,-2,,1,,1,13,,,,2020,10,15,1
ê£åÀåF,ìå,2,0,0,ìÏ,34300,26,2,2,2,3,5,8,13,14,21,28,29,31,36,0,-1,,,,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìå,2,0,0,êº,13700,26,5,7,9,11,14,17,18,23,31,32,33,36,37,0,-1,,,,,,,,,2020,10,15,1
êŒã¥,ìå,3,0,0,êº,39000,15,1,3,9,11,12,17,17,21,32,33,33,37,37,-1000,-1,,,1,,,,,,2020,10,15,1
èºñ{,ìå,3,0,0,ñk,12000,15,1,5,14,14,14,16,22,22,24,28,28,36,36,-1000,-1,,,1,,,,,,2020,10,15,1
ê£åÀåF,ìå,3,0,0,ìå,34300,15,2,10,7,7,8,9,13,20,16,16,21,25,27,2000,1,,,1,1,5,,,,2020,10,15,1
ç≤ÅXñÿ,ìå,3,0,0,ìÏ,13700,15,2,3,4,6,12,12,19,19,21,29,31,33,33,-1000,-1,,,1,,,,,,2020,10,15,1
êŒã¥,ìå,3,1,1,êº,38000,15,3,3,8,9,12,12,19,21,27,32,33,36,37,-600,-1,1,,,,,,,,2020,10,15,1
èºñ{,ìå,3,1,1,ñk,12000,15,1,1,8,9,11,13,14,17,17,18,29,31,32,-600,-1,1,,,,,,,,2020,10,15,1
ê£åÀåF,ìå,3,1,1,ìå,36300,15,2,2,3,4,9,16,17,21,22,24,25,26,35,3800,1,1,,,,,1,,12,2020,10,15,1
ç≤ÅXñÿ,ìå,3,1,1,ìÏ,12700,15,4,10,6,14,20,16,17,19,24,31,34,36,37,-1600,-1,1,,,1,9,,,,2020,10,15,1
êŒã¥,ìå,3,2,0,êº,37400,2,1,2,2,3,4,12,14,16,18,22,24,31,36,1000,1,,,1,,,1,,,2020,10,15,1
èºñ{,ìå,3,2,0,ñk,11400,2,2,4,6,7,8,8,12,15,19,22,25,26,35,-3000,-1,,,1,,,,,,2020,10,15,1
ê£åÀåF,ìå,3,2,0,ìå,40100,2,7,12,15,17,19,23,24,25,28,34,34,34,36,1000,1,,,1,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìå,3,2,0,ìÏ,11100,2,3,6,11,13,13,14,21,22,22,23,26,35,37,0,-1,,,1,1,17,,,,2020,10,15,1
êŒã¥,ìå,3,3,1,êº,38400,24,1,2,3,4,4,7,28,31,34,34,34,35,37,0,-1,,,,,,,,,2020,10,15,1
èºñ{,ìå,3,3,1,ñk,8400,24,1,1,3,12,13,19,27,29,29,31,32,34,36,9900,2,,1,,1,12,,,,2020,10,15,1
ê£åÀåF,ìå,3,3,1,ìå,41100,24,1,3,4,8,9,14,15,15,17,26,32,33,33,-8900,-2,,1,,,,,,14,2020,10,15,1
ç≤ÅXñÿ,ìå,3,3,1,ìÏ,11100,24,2,2,6,7,21,24,24,25,27,28,35,36,37,0,-1,,,,,,,,,2020,10,15,1
êŒã¥,ìå,4,1,0,ìÏ,37700,8,1,3,5,6,9,11,16,18,19,26,28,35,35,2300,1,,1,,,,2,,7,2020,10,15,1
èºñ{,ìå,4,1,0,êº,18000,8,13,14,15,16,19,24,24,28,28,29,29,29,37,-2300,-1,,1,,,,,,,2020,10,15,1
ê£åÀåF,ìå,4,1,0,ñk,20200,8,3,4,8,8,13,14,16,17,19,21,23,28,37,0,-1,,,,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìå,4,1,0,ìå,24100,8,2,4,11,12,15,17,21,22,23,27,31,35,36,0,-1,,,,,,,,,2020,10,15,1
êŒã¥,ìÏ,1,0,0,ìå,39700,2,3,10,6,7,15,19,21,23,26,32,34,34,35,2000,1,,,1,1,7,,,,2020,10,15,1
èºñ{,ìÏ,1,0,0,ìÏ,16000,2,5,9,9,12,15,17,17,19,21,26,27,31,37,-1000,-1,,,1,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,1,0,0,êº,20200,2,3,8,12,14,14,18,23,27,28,29,34,35,36,-1000,-1,,,1,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìÏ,1,0,0,ñk,24100,2,1,7,7,8,11,13,13,16,22,25,31,36,37,-1000,-1,,,1,,,,,,2020,10,15,1
êŒã¥,ìÏ,1,1,1,ìå,41700,27,1,3,7,12,18,21,22,31,32,33,34,35,35,-1100,-1,1,,,,,2,,,2020,10,15,1
èºñ{,ìÏ,1,1,1,ìÏ,15000,27,1,5,8,14,21,23,23,25,26,29,29,35,35,-600,-1,1,,,,,1,,,2020,10,15,1
ê£åÀåF,ìÏ,1,1,1,êº,19200,27,1,5,8,9,12,17,18,25,26,29,31,34,36,-600,-1,1,,,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìÏ,1,1,1,ñk,23100,27,3,8,13,15,15,16,16,18,19,19,22,24,32,3300,1,1,,,,,,1,15,2020,10,15,1
êŒã¥,ìÏ,2,0,0,ñk,40600,2,7,12,13,18,21,22,24,24,30,27,29,32,34,-1300,-1,1,,,,,,,,2020,10,15,1
èºñ{,ìÏ,2,0,0,ìå,14400,2,2,5,9,11,11,15,17,18,22,24,33,35,35,3900,1,1,,,,,1,,17,2020,10,15,1
ê£åÀåF,ìÏ,2,0,0,ìÏ,18600,2,6,8,14,14,17,17,23,26,26,28,33,34,35,-1300,-1,1,,,,,,,,2020,10,15,1
ç≤ÅXñÿ,ìÏ,2,0,0,êº,26400,2,2,3,7,8,12,12,15,15,23,28,31,31,32,-1300,-1,1,,,,,,,,2020,10,15,1
êŒã¥,ìÏ,2,1,0,ñk,39300,34,9,12,13,15,15,16,17,22,27,27,29,32,34,-1000,-1,,,1,,,,,,2020,10,15,1
èºñ{,ìÏ,2,1,0,ìå,18300,34,2,2,10,7,8,14,21,22,25,29,35,36,37,-1000,-1,,,1,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,2,1,0,ìÏ,17300,34,1,3,4,6,19,21,25,27,28,28,31,36,37,2000,1,,,1,1,10,,,,2020,10,15,1
ç≤ÅXñÿ,ìÏ,2,1,0,êº,25100,34,1,2,3,5,6,12,16,19,21,26,32,35,37,-1000,-1,,,1,,,1,,,2020,10,15,1
êŒã¥,ìÏ,3,2,1,êº,38300,28,2,2,6,17,21,22,30,28,33,34,35,35,37,0,-1,,,,,,,,,2020,10,15,1
èºñ{,ìÏ,3,2,1,ñk,17300,28,2,3,11,12,13,14,14,15,17,21,23,27,37,0,-1,,,,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,3,2,1,ìå,19300,28,1,12,15,15,20,16,17,25,28,29,31,31,32,8400,2,,1,,,,3,,16,2020,10,15,1
ç≤ÅXñÿ,ìÏ,3,2,1,ìÏ,24100,28,1,4,4,4,7,7,11,14,26,27,28,31,35,-7400,-2,,1,,1,6,,,,2020,10,15,1
êŒã¥,ìÏ,3,3,0,êº,38300,15,1,3,4,6,12,17,19,22,22,24,27,33,36,0,-1,,,,,,,,,2020,10,15,1
èºñ{,ìÏ,3,3,0,ñk,17300,15,4,7,8,9,12,22,23,27,31,34,34,34,35,0,-1,,,,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,3,3,0,ìå,27700,15,2,12,14,19,21,30,28,29,29,29,31,31,35,18900,2,,1,,1,11,,,11,2020,10,15,1
ç≤ÅXñÿ,ìÏ,3,3,0,ìÏ,16700,15,1,3,5,10,11,15,18,18,22,26,28,28,36,-18900,-2,,1,,,,,,,2020,10,15,1
êŒã¥,ìÏ,3,4,0,êº,38300,15,1,2,3,7,9,11,13,17,19,22,26,28,31,0,-1,,,,,,,,,2020,10,15,1
èºñ{,ìÏ,3,4,0,ñk,17300,15,1,4,7,9,9,14,18,18,23,29,31,33,36,0,-1,,,,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,3,4,0,ìå,46600,15,1,10,6,8,11,14,19,25,25,30,26,29,35,14200,2,,1,,1,11,,,12,2020,10,15,1
ç≤ÅXñÿ,ìÏ,3,4,0,ìÏ,-2200,15,8,9,12,13,14,15,26,27,28,33,33,34,37,-14200,-2,,1,,1,7,,,,2020,10,15,1
êŒã¥,ìÏ,3,5,0,êº,38300,23,1,2,2,12,13,16,19,23,26,29,31,33,35,-6700,-2,,1,,,,,,,2020,10,15,1
èºñ{,ìÏ,3,5,0,ñk,17300,23,7,11,12,14,15,17,18,18,21,27,28,31,32,0,-1,,,,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,3,5,0,ìå,60800,23,11,12,15,20,17,17,21,24,25,29,32,35,37,-1000,-1,,,,1,15,,,,2020,10,15,1
ç≤ÅXñÿ,ìÏ,3,5,0,ìÏ,-16400,23,1,1,4,6,9,13,14,20,16,18,36,37,37,7700,2,,1,,1,8,,,16,2020,10,15,1
êŒã¥,ìÏ,4,0,0,ìÏ,31600,28,1,4,7,9,9,11,13,15,15,23,26,33,33,-300,-1,1,,,,,,,,2020,10,15,1
èºñ{,ìÏ,4,0,0,êº,17300,28,1,2,3,8,11,13,14,20,19,29,31,33,37,-300,-1,1,,,,,,,,2020,10,15,1
ê£åÀåF,ìÏ,4,0,0,ñk,59800,28,1,3,4,5,6,7,17,19,22,23,32,36,37,1100,1,1,,,,,1,,6,2020,10,15,1
ç≤ÅXñÿ,ìÏ,4,0,0,ìå,-8700,28,2,#N/A,7,8,14,18,19,23,25,27,29,34,36,-500,-1,1,,,,,,,,2020,10,15,1
ëOå¥,ìå,1,0,0,ìå,25000,5,1,3,4,7,15,19,22,30,26,27,29,31,33,0,-1,,,,,,,,,2020,10,15,2
ê£åÀåF,ìå,1,0,0,ìÏ,25000,5,1,2,3,3,4,11,16,16,19,21,23,31,32,1600,1,,1,,,,,1,8,2020,10,15,2
í©ëq,ìå,1,0,0,êº,25000,5,6,8,12,20,18,23,24,24,27,28,32,33,34,0,-1,,,,,,,,,2020,10,15,2
ì˙å¸,ìå,1,0,0,ñk,25000,5,10,8,9,9,11,14,14,16,17,17,22,29,37,-1600,-1,,1,,,,,,,2020,10,15,2
ëOå¥,ìå,2,0,0,ñk,25000,1,1,2,4,5,6,8,15,17,17,21,23,30,37,12000,2,1,,,1,6,,,8,2020,10,15,2
ê£åÀåF,ìå,2,0,0,ìå,26600,1,2,4,18,19,21,21,25,25,29,29,33,34,35,-6000,-2,1,,,,,,,,2020,10,15,2
í©ëq,ìå,2,0,0,ìÏ,25000,1,6,6,11,14,16,17,22,24,27,31,32,32,37,-3000,-1,1,,,,,,,,2020,10,15,2
ì˙å¸,ìå,2,0,0,êº,23400,1,8,9,13,14,16,16,17,19,23,24,26,28,36,-3000,-1,1,,,,,,,,2020,10,15,2
ëOå¥,ìå,3,0,0,êº,37000,24,2,5,8,9,15,21,22,23,25,26,29,33,34,0,-1,,,,,,,,,2020,10,15,2
ê£åÀåF,ìå,3,0,0,ñk,20600,24,7,8,9,9,13,20,17,18,18,26,32,33,36,-8000,-2,,1,,,,,,,2020,10,15,2
í©ëq,ìå,3,0,0,ìå,22000,24,1,4,8,12,14,15,15,17,21,28,29,34,34,0,-1,,,,,,1,,,2020,10,15,2
ì˙å¸,ìå,3,0,0,ìÏ,20400,24,3,3,4,6,7,11,16,17,17,27,31,31,33,8000,2,,1,,,,,1,12,2020,10,15,2
ëOå¥,ìå,4,0,0,ìÏ,37000,21,3,6,7,9,11,12,16,16,18,18,21,27,34,0,-1,,,,,,,,,2020,10,15,2
ê£åÀåF,ìå,4,0,0,êº,12600,21,2,4,6,8,9,12,15,17,19,26,28,28,29,0,-1,,,,,,,,,2020,10,15,2
í©ëq,ìå,4,0,0,ñk,22000,21,1,3,5,7,11,23,27,27,33,35,36,36,37,-13000,-2,,1,,1,11,,,,2020,10,15,2
ì˙å¸,ìå,4,0,0,ìå,28400,21,1,2,5,10,6,13,14,15,19,22,24,30,28,13000,2,,1,,1,13,,,15,2020,10,15,2
ëOå¥,ìå,4,1,0,ìÏ,37000,36,1,6,9,17,18,27,27,28,28,29,32,34,37,1800,1,1,,,,,,1,9,2020,10,15,2
ê£åÀåF,ìå,4,1,0,êº,12600,36,1,5,8,8,12,21,22,30,26,29,29,31,34,-500,-1,1,,,,,,,,2020,10,15,2
í©ëq,ìå,4,1,0,ñk,9000,36,3,11,11,13,14,14,15,15,23,24,31,36,36,-500,-1,1,,,,,,,,2020,10,15,2
ì˙å¸,ìå,4,1,0,ìå,41400,36,2,3,3,7,7,11,12,18,21,23,31,32,34,-800,-1,1,,,,,,,,2020,10,15,2
ëOå¥,ìÏ,1,0,0,ìå,38800,1,1,4,5,6,7,11,18,21,24,30,26,34,37,-8000,-2,,1,,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,1,0,0,ìÏ,12100,1,1,1,3,6,14,16,22,23,28,36,36,36,37,8000,2,,1,,,,1,,10,2020,10,15,2
í©ëq,ìÏ,1,0,0,êº,8500,1,1,2,4,10,6,12,14,19,26,27,29,31,32,0,-1,,,,,,,,,2020,10,15,2
ì˙å¸,ìÏ,1,0,0,ñk,40600,1,3,4,7,9,13,15,15,18,18,25,31,32,35,0,-1,,,,,,,,,2020,10,15,2
ëOå¥,ìÏ,2,0,0,ñk,30800,12,1,1,8,9,14,14,27,31,33,34,35,36,37,0,-1,,,,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,2,0,0,ìå,20100,12,2,3,6,13,13,14,15,18,27,31,31,32,34,4000,1,,1,,,,,1,13,2020,10,15,2
í©ëq,ìÏ,2,0,0,ìÏ,8500,12,1,4,11,14,17,18,19,22,30,28,28,32,35,-1000,-1,,,,1,13,,,,2020,10,15,2
ì˙å¸,ìÏ,2,0,0,êº,40600,12,7,11,13,16,24,25,26,27,27,28,33,35,37,-3000,-1,,1,,1,10,,,,2020,10,15,2
ëOå¥,ìÏ,2,1,0,ñk,30800,34,2,3,12,17,18,19,21,24,24,27,28,34,35,-1100,-1,1,,,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,2,1,0,ìå,24100,34,2,6,9,12,19,22,22,22,25,25,26,27,31,3300,1,1,,,1,6,,,9,2020,10,15,2
í©ëq,ìÏ,2,1,0,ìÏ,7500,34,3,4,5,7,9,9,14,14,17,28,34,35,36,-1100,-1,1,,,,,,,,2020,10,15,2
ì˙å¸,ìÏ,2,1,0,êº,37600,34,1,5,7,8,11,12,16,17,26,26,29,29,32,-1100,-1,1,,,,,,,,2020,10,15,2
ëOå¥,ìÏ,2,0,0,ñk,29700,37,2,2,7,11,13,21,22,23,24,30,28,31,37,-3000,-1,,,1,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,2,0,0,ìå,27400,37,2,3,4,5,9,13,17,21,22,31,32,36,37,0,-1,,,1,1,17,,,,2020,10,15,2
í©ëq,ìÏ,2,0,0,ìÏ,6400,37,1,8,9,11,12,14,16,18,24,26,32,33,34,0,-1,,,1,1,12,,,,2020,10,15,2
ì˙å¸,ìÏ,2,0,0,êº,36500,37,3,4,5,7,19,26,28,31,32,33,33,34,35,1000,1,,,1,,,1,,,2020,10,15,2
ëOå¥,ìÏ,2,3,2,ñk,26700,,2,3,5,16,17,18,19,23,25,28,32,34,36,-1500,-1,,,1,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,2,3,2,ìå,27400,,3,4,9,9,17,17,18,22,28,28,29,29,36,-1500,-1,,,1,,,,,,2020,10,15,2
í©ëq,ìÏ,2,3,2,ìÏ,6400,,2,2,3,12,15,15,16,24,25,25,26,29,37,500,1,,,1,1,5,,,,2020,10,15,2
ì˙å¸,ìÏ,2,3,2,êº,37500,,10,6,6,7,7,9,11,14,16,19,23,32,35,1500,1,,,1,,,,,,2020,10,15,2
ëOå¥,ìÏ,3,4,3,êº,25200,31,3,4,9,9,15,18,19,21,25,27,29,35,35,-4400,-2,1,,,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,3,4,3,ñk,25900,31,5,6,7,8,11,15,16,19,21,24,30,28,31,-4400,-2,1,,,,,,,,2020,10,15,2
í©ëq,ìÏ,3,4,3,ìå,6900,31,8,13,13,14,20,16,18,22,28,32,34,34,37,16200,2,1,,,,,2,,8,2020,10,15,2
ì˙å¸,ìÏ,3,4,3,ìÏ,39000,31,1,4,5,8,17,18,23,23,24,26,26,27,35,-4400,-2,1,,,,,,,,2020,10,15,2
ëOå¥,ìÏ,3,5,0,êº,20800,2,1,3,5,7,11,11,17,21,21,25,27,27,29,-900,-1,1,,,,,,,,2020,10,15,2
ê£åÀåF,ìÏ,3,5,0,ñk,21500,2,2,2,4,6,8,12,21,22,23,29,34,37,37,-900,-1,1,,,,,2,,,2020,10,15,2
í©ëq,ìÏ,3,5,0,ìå,23100,2,3,4,9,12,13,14,15,24,31,32,33,34,35,-1200,-1,1,,,,,,,,2020,10,15,2
ì˙å¸,ìÏ,3,5,0,ìÏ,34600,2,5,8,14,16,16,16,18,26,26,31,35,35,37,3000,1,1,,,,,2,,6,2020,10,15,2
ëOå¥,ìÏ,4,0,0,ìÏ,19900,1,8,11,12,12,13,18,25,27,28,29,32,34,36,2300,1,,1,,1,7,,,8,2020,10,15,2
ê£åÀåF,ìÏ,4,0,0,êº,20600,1,3,5,9,11,15,16,23,26,31,32,33,34,35,-2300,-1,,1,,,,1,,,2020,10,15,2
í©ëq,ìÏ,4,0,0,ñk,21900,1,6,7,9,13,17,21,21,24,30,26,26,29,33,0,-1,,,,,,,,,2020,10,15,2
ì˙å¸,ìÏ,4,0,0,ìå,37600,1,3,4,6,7,9,12,13,24,26,34,35,37,37,0,-1,,,,,,,,,2020,10,15,2
ãﬂì°,ìå,1,0,0,ìå,25000,12,1,5,5,10,7,13,14,17,29,31,33,34,36,1500,1,,,1,,,2,,,2020,10,16,1
ëÚçË,ìå,1,0,0,ìÏ,25000,12,1,7,9,17,18,23,25,26,27,28,29,31,35,-1500,-1,,,1,,,,,,2020,10,16,1
âÄìc,ìå,1,0,0,êº,25000,12,1,3,3,6,6,11,15,20,19,19,23,26,33,-1500,-1,,,1,,,,,,2020,10,16,1
ìÒäKì∞,ìå,1,0,0,ñk,25000,12,1,3,12,12,14,18,18,21,23,28,29,35,37,1500,1,,,1,,,1,,,2020,10,16,1
ãﬂì°,ìå,1,1,0,ìå,26500,24,7,12,12,13,15,16,17,19,24,27,31,32,37,2000,1,,,1,1,10,,,,2020,10,16,1
ëÚçË,ìå,1,1,0,ìÏ,23500,24,13,18,19,23,25,26,28,29,31,33,34,35,35,-1000,-1,,,1,,,,,,2020,10,16,1
âÄìc,ìå,1,1,0,êº,23500,24,2,2,13,17,17,21,27,28,32,36,36,36,37,-1000,-1,,,1,,,2,,,2020,10,16,1
ìÒäKì∞,ìå,1,1,0,ñk,26500,24,10,7,8,9,9,11,13,25,30,29,33,34,34,-1000,-1,,,1,,,1,,,2020,10,16,1
ãﬂì°,ìå,1,2,1,ìå,28500,36,5,6,9,14,17,18,19,23,24,30,27,35,36,19600,2,1,,,1,5,,,16,2020,10,16,1
ëÚçË,ìå,1,2,1,ìÏ,22500,36,4,5,10,9,11,13,13,21,21,22,27,33,35,-6200,-2,1,,,,,,,,2020,10,16,1
âÄìc,ìå,1,2,1,êº,22500,36,3,7,15,17,18,18,21,28,28,29,31,32,33,-6200,-2,1,,,,,,,,2020,10,16,1
ìÒäKì∞,ìå,1,2,1,ñk,25500,36,1,11,12,15,16,16,17,24,26,26,27,29,32,-6200,-2,1,,,,,,,,2020,10,16,1
ãﬂì°,ìå,1,3,0,ìå,49100,1,1,3,4,7,9,21,23,24,26,29,35,36,37,0,-1,,,,,,,,,2020,10,16,1
ëÚçË,ìå,1,3,0,ìÏ,15300,1,2,3,5,12,13,20,19,24,25,27,34,34,36,8900,2,,1,,1,13,,,14,2020,10,16,1
âÄìc,ìå,1,3,0,êº,16300,1,1,1,5,6,7,15,19,21,24,26,28,32,37,-8900,-2,,1,,,,1,,,2020,10,16,1
ìÒäKì∞,ìå,1,3,0,ñk,19300,1,3,6,8,16,23,23,25,25,27,28,29,34,35,0,-1,,,,,,,,,2020,10,16,1
ãﬂì°,ìå,2,0,0,ñk,49100,4,2,3,4,4,7,7,19,23,25,27,28,31,33,0,-1,,,,,,,,,2020,10,16,1
ëÚçË,ìå,2,0,0,ìå,24200,4,6,12,12,14,16,16,16,17,18,22,28,29,33,2900,1,,1,,,,1,,7,2020,10,16,1
âÄìc,ìå,2,0,0,ìÏ,7400,4,2,5,6,8,8,12,14,18,26,27,28,36,36,-2900,-1,,1,,,,,,,2020,10,16,1
ìÒäKì∞,ìå,2,0,0,êº,19300,4,2,9,9,11,17,19,25,30,27,29,31,34,35,0,-1,,,,,,,,,2020,10,16,1
ãﬂì°,ìå,2,1,0,ñk,49100,34,4,10,6,8,15,19,21,27,27,28,29,29,35,-1100,-1,1,,,,,,,,2020,10,16,1
ëÚçË,ìå,2,1,0,ìå,27100,34,3,4,12,14,16,19,21,22,24,26,29,32,37,-2100,-1,1,,,,,,,,2020,10,16,1
âÄìc,ìå,2,1,0,ìÏ,4500,34,2,2,2,9,11,13,22,22,23,31,32,33,33,-1100,-1,1,,,,,,,,2020,10,16,1
ìÒäKì∞,ìå,2,1,0,êº,19300,34,1,7,8,9,9,17,17,19,24,25,25,26,32,4300,1,1,,,1,3,,,6,2020,10,16,1
ãﬂì°,ìå,3,0,0,êº,48000,2,2,3,5,11,15,16,21,26,27,27,34,35,37,2000,1,,1,,,,,1,14,2020,10,16,1
ëÚçË,ìå,3,0,0,ñk,25000,2,3,6,7,9,11,15,17,22,24,25,29,32,37,0,-1,,,,,,,,,2020,10,16,1
âÄìc,ìå,3,0,0,ìå,3400,2,2,7,11,11,13,14,17,23,29,31,32,33,35,-2000,-1,,1,,,,,,,2020,10,16,1
ìÒäKì∞,ìå,3,0,0,ìÏ,23600,2,2,4,8,8,12,12,12,13,14,30,28,33,34,0,-1,,,,,,,,,2020,10,16,1
ãﬂì°,ìå,4,0,0,ìÏ,50000,12,2,2,4,5,12,17,23,25,28,28,35,35,36,1500,1,,,1,,,,,,2020,10,16,1
ëÚçË,ìå,4,0,0,êº,25000,12,4,8,13,19,23,24,31,33,34,34,34,37,37,-1500,-1,,,1,,,,,,2020,10,16,1
